id, jobId, staffId, status, active, jobDate, offeredDate
"59c61ad0c7685a001991e3df", "59b6a097abb93f00187ab89d", "59afcd6914154300192fd4a0", "skipped", false, "2017-09-30", ""
"59c61ad3c7685a001991e3e0", "59b6a0b8abb93f00187ab89e", "59afcd6914154300192fd4a0", "skipped", false, "2017-09-30", ""
"59c61ad8c7685a001991e3e1", "59bfed0d594d35001a0205a9", "59afcd6914154300192fd4a0", "skipped", false, "2017-09-30", ""
"59c61adcc7685a001991e3e2", "59bfe8c3c7685a001991e377", "59afcd6914154300192fd4a0", "skipped", false, "2017-10-02", ""
"59c6cda8c7685a001991e3e3", "59c3d4cfc7685a001991e3bf", "59b1525b99ad870018545da8", "deal", true, "2017-10-06", "2017-09-26"
"59c76382594d35001a0205e5", "59bfe8e1594d35001a0205a5", "59a92aa6c9477a0017377ded", "skipped", false, "2017-10-02", ""
"59c951a1594d35001a0205e6", "59c3d4bac7685a001991e3be", "59afe70814154300192fd4a4", "deal", true, "2017-10-04", "2017-09-26"
"59ca1e0f594d35001a0205eb", "59ca0a4ec7685a001991e3e8", "59b2868fabb93f00187ab87a", "rejectedByNurse", true, "2017-10-12", "2017-09-26"
"59ca1e7f594d35001a0205ef", "59ca09f1c7685a001991e3e4", "59b2868fabb93f00187ab87a", "deal", true, "2017-10-09", "2017-09-26"
"59ca2c62c7685a001991e3ef", "59ca0fa1594d35001a0205ea", "59b827e4abb93f00187ab8b2", "deal", true, "2017-10-14", "2017-09-26"
"59ca2f0dc7685a001991e3f2", "59ca2ef7c7685a001991e3f1", "59b45138abb93f00187ab88c", "rejected", true, "2017-10-18", ""
"59ca2f39c7685a001991e3f4", "59ca2f1ec7685a001991e3f3", "59b45138abb93f00187ab88c", "deal", true, "2017-10-19", "2017-09-26"
"59ca312fc7685a001991e3f6", "59ca1e6e594d35001a0205ee", "59afe70814154300192fd4a4", "deal", true, "2017-10-21", "2017-09-26"
"59ca31b0c7685a001991e3f7", "59ca1eb9594d35001a0205f1", "59afe70814154300192fd4a4", "deal", true, "2017-10-22", "2017-09-26"
"59ca3284594d35001a0205f3", "59b6a0b8abb93f00187ab89e", "59b048c4abb93f00187ab857", "deal", true, "2017-09-30", "2017-09-26"
"59ca417f594d35001a0205f4", "59c3d7c1594d35001a0205d3", "59b7d49cabb93f00187ab8ac", "skipped", false, "2017-10-14", ""
"59ca4258c7685a001991e3f8", "59ca0a4ec7685a001991e3e8", "59b3843599ad870018545dc1", "deal", true, "2017-10-12", "2017-09-26"
"59ca60d8c7685a001991e3f9", "59ca0f23c7685a001991e3eb", "59b2868fabb93f00187ab87a", "skipped", false, "2017-10-01", ""
"59ca60e0c7685a001991e3fa", "59ca09c2594d35001a0205e8", "59b2868fabb93f00187ab87a", "skipped", false, "2017-10-05", ""
"59ca60e6c7685a001991e3fb", "59c3d878594d35001a0205d7", "59b2868fabb93f00187ab87a", "skipped", false, "2017-10-07", ""
"59ca60ecc7685a001991e3fc", "59ca0995594d35001a0205e7", "59b2868fabb93f00187ab87a", "skipped", false, "2017-10-07", ""
"59ca60f2c7685a001991e3fd", "59ca0a04c7685a001991e3e5", "59b2868fabb93f00187ab87a", "skipped", false, "2017-10-10", ""
"59ca60fac7685a001991e3fe", "59ca0a22c7685a001991e3e6", "59b2868fabb93f00187ab87a", "skipped", false, "2017-10-10", ""
"59ca611cc7685a001991e3ff", "59ca0a3ac7685a001991e3e7", "59b2868fabb93f00187ab87a", "skipped", false, "2017-10-11", ""
"59ca6124c7685a001991e400", "59ca0cfd594d35001a0205e9", "59b2868fabb93f00187ab87a", "skipped", false, "2017-10-12", ""
